Employee_ID,Department,Gender,Age,Hire_Date,Performance_Score,Absences_per_Month,Salary_USD,Tenure_Years,,,,,,
E-5776,HR,Female,39,26/10/2019,3.24,12,11322.84,6,,,,,,
E-5777,Finance,Male,40,13/06/2015,1.52,9,14933.09,10.4,,,,,,
E-5778,Marketing,Female,43,26/02/2018,3.06,4,6716.42,7.7,,,,,,
E-5779,Operations,Male,45,23/05/2011,3.56,12,6731.19,14.5,,,,,,
E-5780,HR,Male,43,02/03/2016,3.46,2,5115.67,9.7,,,,,,
E-5781,Finance,Male,46,17/01/2025,2.58,2,6852.73,0.8,,,,,,
E-5782,HR,Female,36,21/01/2014,2.1,2,11519.9,11.8,,,,,,
E-5783,HR,Male,26,19/08/2012,4.31,6,11220.1,13.2,,,,,,
E-5784,Finance,Female,47,29/07/2012,2.64,6,3318.42,13.3,,,,,,
E-5785,Operations,Male,60,13/09/2020,3.78,2,12728.34,5.1,,,,,,
E-5786,Sales,Female,27,05/06/2014,2.65,7,5220.8,11.4,,,,,,
E-5787,Marketing,Male,39,15/10/2018,3,4,5891.56,7.1,,,,,,
E-5788,Finance,Female,60,19/04/2025,4.66,1,13730.15,0.5,,,,,,
E-5789,Sales,Female,40,20/06/2024,2.49,15,7133.06,1.4,,,,,,
E-5790,Finance,Female,42,09/08/2020,3.02,4,14861.04,5.2,,,,,,
E-5791,Sales,Female,35,26/06/2025,2.66,7,11615.59,0.4,,,,,,
E-5792,Marketing,Female,30,02/05/2017,4.46,5,8463.45,8.5,,,,,,
E-5793,IT,Male,38,03/11/2012,4.7,3,11455.6,13,,,,,,
E-5794,Sales,Female,46,05/06/2024,3.02,11,4332.91,1.4,,,,,,
E-5795,Marketing,Male,31,20/11/2011,1.65,6,12922.4,14,,,,,,
E-5796,HR,Female,51,27/10/2024,4.81,9,8229.53,1,,,,,,
E-5797,Operations,Male,47,06/04/2022,2.59,3,10751.29,3.6,,,,,,
E-5798,Finance,Male,38,14/02/2022,2.16,0,7060.42,3.7,,,,,,
E-5799,Finance,Female,26,06/04/2016,3.67,3,8530.8,9.6,,,,,,
E-5800,HR,Female,41,30/11/2020,4.36,2,10976.76,4.9,,,,,,
E-5801,Sales,Female,41,12/09/2011,5,12,12105.03,14.1,,,,,,
E-5802,Marketing,Female,30,05/09/2016,3.86,12,3059.59,9.2,,,,,,
E-5803,IT,Female,24,31/07/2022,4.35,3,7750.28,3.3,,,,,,
E-5804,Marketing,Female,59,03/12/2011,4.18,5,8090.33,13.9,,,,,,
E-5805,HR,Female,44,17/03/2017,4.73,3,9943.19,8.6,,,,,,
E-5806,HR,Male,47,27/07/2015,4.61,10,3480.92,10.3,,,,,,
E-5807,Operations,Male,59,27/04/2014,3.41,10,12258.86,11.5,,,,,,
E-5808,Finance,Female,45,21/08/2010,4.03,10,10628.36,15.2,,,,,,
E-5809,Marketing,Male,23,07/02/2019,3.8,6,11679.5,6.7,,,,,,
E-5810,HR,Male,50,16/03/2019,3.42,3,13334.74,6.6,,,,,,
E-5811,Marketing,Female,37,28/03/2012,4.13,4,4505.55,13.6,,,,,,
E-5812,Operations,Male,28,03/04/2020,2.36,9,13219.5,5.6,,,,,,
E-5813,Operations,Female,31,14/03/2022,3.91,3,6906.19,3.6,,,,,,
E-5814,IT,Female,45,17/12/2024,4.06,11,10687.03,0.9,,,,,,
E-5815,Operations,Female,59,29/07/2020,3.47,15,4076.83,5.3,,,,,,
E-5816,Operations,Female,25,13/07/2016,2.24,7,11498.36,9.3,,,,,,
E-5817,Finance,Female,54,17/06/2013,2.95,8,11000.03,12.4,,,,,,
E-5818,Marketing,Male,43,01/07/2015,4.1,8,4713.93,10.3,,,,,,
E-5819,Marketing,Female,40,18/06/2023,4.96,12,9245.88,2.4,,,,,,
E-5820,Sales,Male,27,13/10/2017,4.27,14,8130.71,8.1,,,,,,
E-5821,HR,Male,33,23/11/2017,3.53,8,5934.84,7.9,,,,,,
E-5822,IT,Male,31,16/03/2022,3.73,6,10318.52,3.6,,,,,,
E-5823,Finance,Male,30,08/01/2013,4.97,10,4594.93,12.8,,,,,,
E-5824,HR,Female,44,22/05/2024,4.74,3,10695.14,1.4,,,,,,
E-5825,Finance,Female,59,21/03/2024,2.19,4,7033.21,1.6,,,,,,
E-5826,Sales,Male,22,15/10/2025,2.3,12,6471.34,0,,,,,,
E-5827,Operations,Female,34,19/07/2022,1.67,1,8749.26,3.3,,,,,,
E-5828,IT,Male,53,16/01/2014,2.4,4,9001.65,11.8,,,,,,
E-5829,IT,Male,28,19/01/2025,3.34,10,12105.01,0.8,,,,,,
E-5830,HR,Male,27,07/07/2023,2.53,5,6261.51,2.3,,,,,,
E-5831,Finance,Male,23,15/04/2018,2.06,7,5486.01,7.6,,,,,,
E-5832,Sales,Female,58,08/12/2012,1.54,2,12693.15,12.9,,,,,,
E-5833,IT,Male,32,09/03/2014,2.54,7,12385.26,11.7,,,,,,
E-5834,Marketing,Female,57,19/01/2025,3.77,14,9494.31,0.8,,,,,,
E-5835,Finance,Female,38,01/04/2024,1.75,3,7851.1,1.6,,,,,,
E-5836,Sales,Male,58,14/09/2015,3.2,9,9127.45,10.1,,,,,,
E-5837,Operations,Male,23,25/10/2023,3.83,13,6116.4,2,,,,,,
E-5838,Sales,Male,31,29/12/2022,3.13,4,6928.4,2.8,,,,,,
E-5839,IT,Male,54,24/11/2019,1.56,3,9004.44,5.9,,,,,,
E-5840,Sales,Female,28,16/03/2022,2.26,4,3788.53,3.6,,,,,,
E-5841,Sales,Male,51,12/08/2025,2.82,15,6158.29,0.2,,,,,,
E-5842,IT,Male,46,25/02/2012,1.72,12,14055.69,13.7,,,,,,
E-5843,Marketing,Female,38,16/10/2024,4.72,9,13339.71,1,,,,,,
E-5844,Operations,Female,46,19/07/2018,4.79,1,5252.39,7.3,,,,,,
E-5845,Marketing,Male,53,24/08/2022,4.7,13,13525.93,3.2,,,,,,
E-5846,Operations,Male,49,15/05/2018,3.78,10,13599.4,7.5,,,,,,
E-5847,Marketing,Male,42,24/01/2012,3.99,0,4358.23,13.8,,,,,,
E-5848,HR,Female,31,20/07/2022,1.94,11,11465.45,3.3,,,,,,
E-5849,Operations,Female,29,22/04/2025,2.1,3,4581.64,0.5,,,,,,
E-5850,Operations,Female,29,16/02/2011,3.47,0,8182.48,14.7,,,,,,
E-5851,Sales,Male,47,05/04/2016,1.85,4,3389.35,9.6,,,,,,
E-5852,Marketing,Male,48,17/05/2015,2.04,13,12346.3,10.5,,,,,,
E-5853,Operations,Male,49,10/08/2018,3.15,14,6757.85,7.2,,,,,,
E-5854,HR,Male,31,02/06/2017,3.37,0,12070.2,8.4,,,,,,
E-5855,Finance,Male,46,14/09/2024,1.86,9,8303.92,1.1,,,,,,
E-5856,Marketing,Female,32,27/03/2014,4.68,0,9137.49,11.6,,,,,,
E-5857,HR,Male,54,25/06/2024,3.55,10,6118.87,1.4,,,,,,
E-5858,IT,Female,44,20/05/2013,3.54,8,11883.83,12.5,,,,,,
E-5859,IT,Male,24,23/07/2020,1.92,3,3027.03,5.3,,,,,,
E-5860,HR,Male,22,26/12/2022,4.6,9,4713.71,2.9,,,,,,
E-5861,HR,Female,57,31/10/2024,2.29,10,12675.77,1,,,,,,
E-5862,Marketing,Female,49,17/04/2015,3.44,6,8593.19,10.6,,,,,,
E-5863,Sales,Male,55,20/04/2023,1.52,7,10677.55,2.5,,,,,,
E-5864,Finance,Female,30,27/08/2011,3.32,5,11140.51,14.2,,,,,,
E-5865,Sales,Female,38,17/07/2018,4.12,9,10027.22,7.3,,,,,,
E-5866,HR,Male,55,15/04/2012,4.53,6,9062.25,13.6,,,,,,
E-5867,Operations,Female,43,28/06/2017,2.32,14,12402.52,8.4,,,,,,
E-5868,Operations,Female,49,09/02/2014,3.94,15,14351.31,11.7,,,,,,
E-5869,HR,Female,29,18/11/2024,4.07,14,11549.5,1,,,,,,
E-5870,Finance,Male,51,10/04/2010,2.8,2,10597.16,15.6,,,,,,
E-5871,HR,Male,55,10/04/2013,4.04,1,3926.73,12.6,,,,,,
E-5872,IT,Male,40,10/08/2016,4.23,13,4197.75,9.2,,,,,,
E-5873,Finance,Male,26,30/10/2014,2,6,8496.98,11,,,,,,
E-5874,HR,Male,40,31/08/2019,2.18,11,4343.14,6.2,,,,,,
E-5875,Operations,Male,52,17/10/2012,2.4,7,11588.28,13,,,,,,
E-5876,Finance,Female,24,15/01/2014,2.29,7,10839.92,11.8,,,,,,
E-5877,Sales,Female,33,10/03/2012,4.9,10,9796.23,13.7,,,,,,
E-5878,Sales,Female,37,20/11/2018,1.78,2,3510.38,7,,,,,,
E-5879,Sales,Male,50,05/11/2013,1.66,3,6225.6,12,,,,,,
E-5880,Finance,Male,34,26/01/2018,4.56,6,13856.8,7.8,,,,,,
E-5881,Marketing,Male,36,25/07/2013,2.63,13,12464.92,12.3,,,,,,
E-5882,Operations,Female,50,13/11/2011,2.54,11,8517.9,14,,,,,,
E-5883,Operations,Female,56,21/05/2021,2.88,3,10124.94,4.5,,,,,,
E-5884,HR,Female,55,23/07/2015,3.02,11,11591.11,10.3,,,,,,
E-5885,IT,Male,25,22/06/2022,3.99,8,8770.59,3.4,,,,,,
E-5886,Marketing,Female,45,06/07/2023,1.98,14,14729.94,2.3,,,,,,
E-5887,Marketing,Male,35,20/08/2020,1.75,7,6021.85,5.2,,,,,,
E-5888,Finance,Male,43,11/03/2017,4.11,12,3094.03,8.6,,,,,,
E-5889,Marketing,Female,58,28/01/2021,4.23,14,3598.36,4.8,,,,,,
E-5890,HR,Female,35,22/02/2019,3.33,2,14472.7,6.7,,,,,,
E-5891,Sales,Female,55,09/12/2023,4.45,9,14185.63,1.9,,,,,,
E-5892,Operations,Female,27,15/08/2013,3.46,2,8340,12.2,,,,,,
E-5893,Operations,Female,28,22/02/2014,3.84,7,9045.61,11.7,,,,,,
E-5894,HR,Male,32,07/10/2012,3.51,15,5995.37,13.1,,,,,,
E-5895,IT,Female,38,21/06/2014,2,6,11297.78,11.4,,,,,,
E-5896,Marketing,Male,37,09/01/2017,4.53,11,8612.54,8.8,,,,,,
E-5897,IT,Male,40,11/03/2023,3.47,10,6319.54,2.6,,,,,,
E-5898,Operations,Male,57,14/02/2020,3.97,10,12593.59,5.7,,,,,,
E-5899,Marketing,Male,59,07/06/2022,4.33,6,14982.56,3.4,,,,,,
E-5900,Finance,Male,50,05/04/2012,4.03,7,8691.51,13.6,,,,,,
E-5901,HR,Female,44,10/05/2011,3.96,2,11205.91,14.5,,,,,,
E-5902,HR,Male,57,01/01/2016,3.68,2,14283.24,9.8,,,,,,
E-5903,Operations,Male,44,16/03/2015,1.68,11,12708.04,10.6,,,,,,
E-5904,IT,Male,56,23/01/2025,1.68,6,9274.65,0.8,,,,,,
E-5905,HR,Female,39,01/01/2012,3.21,2,4486.3,13.8,,,,,,
E-5906,Sales,Male,38,18/08/2016,4.39,8,7371.35,9.2,,,,,,
E-5907,HR,Female,54,31/01/2013,4.95,14,10990.63,12.8,,,,,,
E-5908,Operations,Male,59,09/05/2012,2.72,14,5284.61,13.5,,,,,,
E-5909,Operations,Male,36,04/04/2014,4.41,2,11613.95,11.6,,,,,,
E-5910,Marketing,Male,25,12/04/2010,2.39,5,3106.79,15.6,,,,,,
E-5911,Marketing,Female,29,01/06/2011,1.95,2,8600.2,14.4,,,,,,
E-5912,Operations,Female,24,25/06/2021,3.64,12,14381.7,4.4,,,,,,
E-5913,IT,Female,43,27/10/2015,4.1,15,10747.44,10,,,,,,
E-5914,IT,Female,25,15/04/2019,1.58,10,5760.18,6.6,,,,,,
E-5915,Sales,Female,60,22/10/2011,3.63,6,14204.76,14,,,,,,
E-5916,Finance,Male,44,09/10/2015,3.59,10,12246.83,10.1,,,,,,
E-5917,HR,Male,43,06/04/2021,4.91,14,13308.2,4.6,,,,,,
E-5918,Sales,Female,52,26/01/2025,3.25,11,14585.04,0.8,,,,,,
E-5919,Sales,Male,50,17/01/2016,2.52,1,12584.28,9.8,,,,,,
E-5920,Finance,Male,43,25/05/2020,4.97,14,7496.5,5.4,,,,,,
E-5921,Marketing,Male,47,04/01/2011,5,13,13796.42,14.8,,,,,,
E-5922,Sales,Female,26,10/03/2016,1.52,7,10691.71,9.7,,,,,,
E-5923,Sales,Female,55,28/06/2017,1.56,12,7028.13,8.4,,,,,,
E-5924,Operations,Male,25,26/06/2023,2.49,12,8673.33,2.4,,,,,,
E-5925,Marketing,Male,33,17/12/2013,4.71,6,5174.12,11.9,,,,,,
E-5926,Marketing,Female,26,26/08/2024,4.19,1,13210.59,1.2,,,,,,
E-5927,Finance,Female,26,17/03/2011,1.74,4,14103.29,14.6,,,,,,
E-5928,Sales,Female,60,17/05/2011,1.85,0,12064.79,14.5,,,,,,
E-5929,Finance,Female,32,17/01/2019,2.27,4,10528.56,6.8,,,,,,
E-5930,Finance,Male,55,16/01/2013,1.86,7,9427.28,12.8,,,,,,
E-5931,Marketing,Female,46,20/04/2024,3.14,9,7901.01,1.5,,,,,,
E-5932,Operations,Male,25,13/01/2022,4.22,15,7475.81,3.8,,,,,,
E-5933,Operations,Female,40,25/08/2020,3.74,4,3767.42,5.2,,,,,,
E-5934,HR,Female,59,30/01/2014,4.67,6,4831,11.8,,,,,,
E-5935,Marketing,Male,22,02/02/2019,4.54,3,11624.08,6.8,,,,,,
E-5936,Operations,Male,47,11/05/2022,3,8,7111.15,3.5,,,,,,
E-5937,HR,Female,44,13/01/2025,1.66,10,5157.52,0.8,,,,,,
E-5938,Marketing,Female,42,13/02/2019,4.44,6,9485.05,6.7,,,,,,
E-5939,HR,Male,31,23/12/2013,4.46,6,7741.88,11.9,,,,,,
E-5940,Finance,Male,33,25/03/2020,1.53,7,7256.29,5.6,,,,,,
E-5941,Sales,Female,33,23/11/2010,3.89,7,14110.15,15,,,,,,
E-5942,Sales,Male,32,30/05/2015,3.48,6,14356,10.4,,,,,,
E-5943,Finance,Male,35,20/06/2012,4.29,13,9407.89,13.4,,,,,,
E-5944,IT,Male,51,24/10/2021,2.11,12,6061.45,4,,,,,,
E-5945,Sales,Female,49,14/08/2012,3.47,15,4413.58,13.2,,,,,,
E-5946,Sales,Female,58,19/01/2015,4.01,1,13084.45,10.8,,,,,,
E-5947,IT,Female,59,09/03/2020,4.57,12,11020.4,5.7,,,,,,
E-5948,IT,Male,49,14/10/2024,2.73,13,7405.58,1,,,,,,
E-5949,Sales,Male,43,04/08/2018,4.2,10,11444.87,7.2,,,,,,
E-5950,Operations,Male,24,15/04/2017,2.95,14,7103.25,8.6,,,,,,
E-5951,HR,Female,44,07/06/2016,2.86,7,10618.74,9.4,,,,,,
E-5952,Finance,Female,45,11/10/2025,1.84,9,3868.86,0.1,,,,,,
E-5953,IT,Female,32,18/02/2011,3.39,12,11064.07,14.7,,,,,,
E-5954,HR,Male,55,12/10/2013,4.15,14,9659.69,12.1,,,,,,
E-5955,HR,Male,45,27/06/2018,3.35,0,5587.43,7.4,,,,,,
E-5956,Operations,Male,27,24/05/2012,4.98,5,12200.62,13.4,,,,,,
E-5957,Sales,Female,38,08/02/2016,4.86,0,3532.34,9.7,,,,,,
E-5958,Finance,Female,43,22/10/2023,4.12,15,13149.12,2,,,,,,
E-5959,Marketing,Female,50,06/08/2019,3.59,15,9316.55,6.2,,,,,,
E-5960,Finance,Female,37,14/01/2012,2.56,10,5160.78,13.8,,,,,,
E-5961,HR,Female,24,22/04/2013,3.25,1,10626.26,12.5,,,,,,
E-5962,IT,Female,43,25/04/2025,4.28,7,10787.76,0.5,,,,,,
E-5963,Sales,Male,50,23/10/2021,3.16,11,6223.5,4,,,,,,
E-5964,Marketing,Female,39,23/06/2017,4.64,14,6812.8,8.4,,,,,,
E-5965,Marketing,Female,53,09/04/2012,3.1,6,6949.43,13.6,,,,,,
E-5966,Finance,Female,43,30/12/2019,4.31,11,7958.18,5.8,,,,,,
E-5967,Operations,Female,58,14/10/2015,4.81,8,13160.63,10.1,,,,,,
E-5968,Finance,Female,40,01/02/2021,3.58,6,12950.13,4.8,,,,,,
E-5969,HR,Female,29,19/02/2016,3.48,12,13898.67,9.7,,,,,,
E-5970,Marketing,Female,27,13/12/2012,3.79,1,5410.18,12.9,,,,,,
E-5971,Sales,Male,40,26/08/2022,4.39,4,7320.91,3.2,,,,,,
E-5972,IT,Female,48,30/03/2016,3.59,11,5147.11,9.6,,,,,,
E-5973,HR,Male,24,14/03/2013,4.08,5,14547.31,12.6,,,,,,
E-5974,Finance,Female,55,09/02/2022,3.98,7,9651.8,3.7,,,,,,
E-5975,Sales,Female,25,15/04/2024,4.49,2,6163.07,1.5,,,,,,
E-5976,Finance,Female,51,31/12/2010,4.27,4,14632.68,14.8,,,,,,
E-5977,Operations,Female,44,12/06/2016,4.02,3,7728.99,9.4,,,,,,
E-5978,IT,Male,32,20/06/2025,4.54,4,12661.79,0.4,,,,,,
E-5979,IT,Female,26,10/05/2018,4.52,10,5635.14,7.5,,,,,,
E-5980,Operations,Female,53,19/08/2019,3.85,10,12543.73,6.2,,,,,,
E-5981,IT,Male,52,28/01/2022,3.67,12,5380.11,3.8,,,,,,
E-5982,Marketing,Female,49,14/12/2014,3.32,2,8002.42,10.9,,,,,,
E-5983,IT,Female,33,30/06/2019,2.98,3,6084.69,6.3,,,,,,
E-5984,HR,Male,33,15/02/2014,3.19,5,6795.53,11.7,,,,,,
E-5985,Finance,Female,32,24/06/2019,4.77,6,10026.87,6.4,,,,,,
E-5986,Sales,Female,54,23/11/2024,2.39,5,3160.47,0.9,,,,,,
E-5987,HR,Male,33,15/06/2010,4.2,2,11179.88,15.4,,,,,,
E-5988,Sales,Male,37,15/08/2012,4.78,2,9724.27,13.2,,,,,,
E-5989,IT,Male,52,24/01/2016,1.95,9,3281.97,9.8,,,,,,
E-5990,Sales,Male,48,01/11/2016,3.94,11,6199.19,9,,,,,,
E-5991,IT,Male,36,29/06/2022,1.59,13,3024.17,3.3,,,,,,
E-5992,Finance,Female,56,23/07/2010,2.1,3,8894.92,15.3,,,,,,
E-5993,HR,Male,25,27/03/2024,4.11,10,11735.16,1.6,,,,,,
E-5994,HR,Female,31,25/06/2012,4.76,13,9246.36,13.4,,,,,,
E-5995,HR,Female,44,28/02/2015,2.59,10,3633.46,10.7,,,,,,
E-5996,Marketing,Female,29,06/03/2024,3.52,12,4415.41,1.7,,,,,,
E-5997,Finance,Female,53,18/10/2018,1.76,15,6098.42,7,,,,,,
E-5998,Operations,Male,51,08/03/2017,4.2,8,5781.76,8.7,,,,,,
E-5999,Finance,Female,25,05/02/2023,1.53,4,7617.97,2.7,,,,,,
E-6000,HR,Male,48,29/12/2010,2.65,1,11474.89,14.9,,,,,,
E-6001,Sales,Male,36,02/09/2018,4.85,11,13225.82,7.2,,,,,,
E-6002,Finance,Female,25,03/02/2025,2.28,13,4058.29,0.7,,,,,,
E-6003,Sales,Male,27,31/07/2019,4.25,13,6973,6.3,,,,,,
E-6004,HR,Female,35,22/12/2023,2.53,0,5008.82,1.9,,,,,,
E-6005,Finance,Male,50,07/05/2018,3.19,2,13933.79,7.5,,,,,,
E-6006,HR,Male,38,04/09/2010,2.1,6,6710.65,15.2,,,,,,
E-6007,Finance,Male,40,01/05/2018,4.81,10,4621.34,7.5,,,,,,
E-6008,Sales,Female,59,05/10/2022,4.46,15,5946.73,3.1,,,,,,
E-6009,IT,Female,30,09/01/2021,5,7,9431.18,4.8,,,,,,
E-6010,Sales,Male,22,12/05/2015,2.04,7,12076.16,10.5,,,,,,
E-6011,Marketing,Male,57,16/09/2024,4.22,14,5958.86,1.1,,,,,,
E-6012,HR,Male,60,05/09/2015,2.1,1,14498.18,10.2,,,,,,
E-6013,Operations,Male,55,25/08/2018,3.24,8,10882.1,7.2,,,,,,
E-6014,Marketing,Female,27,15/03/2018,3.78,0,11531.67,7.6,,,,,,
E-6015,Sales,Male,51,13/08/2023,4.8,10,4657.9,2.2,,,,,,
E-6016,Sales,Female,25,09/11/2018,3.98,15,4664.99,7,,,,,,
E-6017,Operations,Female,28,29/04/2011,3.61,15,14959.09,14.5,,,,,,
E-6018,Operations,Male,37,13/08/2023,3.47,12,10124.89,2.2,,,,,,
E-6019,Operations,Male,31,04/11/2013,1.97,9,6363.43,12,,,,,,
E-6020,IT,Male,37,28/09/2018,2.8,14,10604.13,7.1,,,,,,
E-6021,HR,Male,40,10/08/2016,3.32,10,8142.39,9.2,,,,,,
E-6022,HR,Male,30,03/02/2023,4.54,9,6680.46,2.7,,,,,,
E-6023,HR,Male,51,19/07/2010,3.35,12,4632.43,15.3,,,,,,
E-6024,IT,Female,29,27/08/2013,3.06,11,8697.15,12.2,,,,,,
E-6025,HR,Male,34,19/06/2015,3.24,12,7094.45,10.4,,,,,,
E-6026,Operations,Male,42,04/06/2013,3.62,1,3104.67,12.4,,,,,,
E-6027,Operations,Female,58,07/02/2021,4.12,5,5823.65,4.7,,,,,,
E-6028,IT,Female,36,23/11/2012,1.61,7,10949.35,12.9,,,,,,
E-6029,Sales,Female,48,31/01/2021,2.55,12,6481.64,4.8,,,,,,
E-6030,Finance,Male,36,11/10/2012,2.23,15,5576.64,13.1,,,,,,
E-6031,HR,Female,25,20/08/2010,3.97,10,10452.36,15.2,,,,,,
E-6032,Sales,Male,51,20/11/2018,3.83,4,11717.32,7,,,,,,
E-6033,IT,Female,52,05/06/2016,2.28,11,12366.13,9.4,,,,,,
E-6034,HR,Female,45,09/01/2015,4.83,1,4023.85,10.8,,,,,,
E-6035,Operations,Male,28,07/04/2019,3.32,10,5867.1,6.6,,,,,,
E-6036,IT,Female,29,29/04/2017,4,4,7786.43,8.5,,,,,,
E-6037,HR,Female,42,01/04/2010,3.73,4,10045.05,15.6,,,,,,
E-6038,Sales,Female,39,22/01/2016,4.19,7,4943.69,9.8,,,,,,
E-6039,IT,Male,22,05/02/2020,3.24,12,7356.23,5.7,,,,,,
E-6040,IT,Female,35,19/03/2021,4.93,4,13667.28,4.6,,,,,,
E-6041,Marketing,Female,30,12/09/2012,2.3,8,13225.38,13.1,,,,,,
E-6042,HR,Male,24,16/10/2012,3.97,8,14961.76,13.1,,,,,,
E-6043,Marketing,Female,40,15/10/2016,2.14,9,3458.96,9.1,,,,,,
E-6044,Finance,Male,36,02/01/2013,2.52,3,7873.05,12.8,,,,,,
E-6045,Finance,Female,51,10/07/2020,4.49,2,10457.63,5.3,,,,,,
E-6046,IT,Female,56,14/04/2017,4.05,3,13832.45,8.6,,,,,,
E-6047,Marketing,Male,39,21/06/2013,3.61,2,11570.38,12.4,,,,,,
E-6048,Sales,Male,27,25/07/2022,2.89,1,12024.37,3.3,,,,,,
E-6049,Operations,Female,36,11/02/2010,1.81,7,12311.83,15.7,,,,,,
E-6050,Operations,Female,51,21/01/2014,1.7,4,8351.81,11.8,,,,,,
E-6051,IT,Male,22,19/11/2023,1.97,12,13066.78,2,,,,,,
E-6052,Sales,Male,40,01/02/2011,2.27,8,10572.72,14.8,,,,,,
E-6053,Marketing,Male,60,08/04/2025,4.85,13,6806.06,0.6,,,,,,
E-6054,Sales,Female,48,25/08/2017,4.64,9,11457.57,8.2,,,,,,
E-6055,Sales,Female,25,13/02/2017,2.7,2,6357.5,8.7,,,,,,
E-6056,Marketing,Male,48,17/04/2023,2.16,3,14835.98,2.5,,,,,,
E-6057,HR,Male,27,23/04/2020,4.35,6,12473.94,5.5,,,,,,
E-6058,Finance,Female,60,27/02/2013,2.17,6,5403.21,12.7,,,,,,
E-6059,Operations,Male,28,24/06/2020,4.93,15,8939.07,5.4,,,,,,
E-6060,HR,Male,47,04/04/2020,2.49,11,11543.11,5.6,,,,,,
E-6061,Finance,Male,30,21/11/2016,2.49,9,9438.55,9,,,,,,
E-6062,Marketing,Male,41,23/05/2020,3.45,2,6115.54,5.4,,,,,,
E-6063,Marketing,Female,27,04/03/2022,4.16,8,9038.41,3.7,,,,,,
E-6064,Sales,Male,25,14/06/2012,4.43,8,14609.02,13.4,,,,,,
E-6065,Marketing,Male,36,01/02/2018,2.79,13,3940.42,7.8,,,,,,
E-6066,Sales,Male,44,11/02/2015,2.01,14,7450.1,10.7,,,,,,
E-6067,Finance,Female,49,03/12/2022,3.44,12,6855.28,2.9,,,,,,
E-6068,HR,Male,49,04/07/2020,3.97,6,12028.22,5.3,,,,,,
E-6069,Marketing,Male,31,16/10/2025,4.8,3,11984.64,0,,,,,,
E-6070,Operations,Female,58,28/02/2010,2.74,0,3881.23,15.7,,,,,,
E-6071,Marketing,Female,23,26/03/2018,5,9,6561.59,7.6,,,,,,
E-6072,Sales,Male,56,26/02/2020,3.88,2,4909.58,5.7,,,,,,
E-6073,Sales,Female,27,13/07/2013,2.25,7,3845.27,12.3,,,,,,
E-6074,Finance,Female,44,31/10/2014,4.96,14,4997.36,11,,,,,,
E-6075,Sales,Female,24,11/11/2015,4.61,10,12248.08,10,,,,,,
E-6076,IT,Female,22,21/06/2017,2.02,15,10462.23,8.4,,,,,,
E-6077,Sales,Male,29,07/04/2019,3.96,13,7086.69,6.6,,,,,,
E-6078,Operations,Male,52,31/10/2022,4.57,1,12486.15,3,,,,,,
E-6079,HR,Female,32,12/09/2019,4.01,1,13204.79,6.1,,,,,,
E-6080,Operations,Male,35,11/09/2020,4.27,6,10154.69,5.1,,,,,,
E-6081,Finance,Male,47,26/04/2012,4.91,0,10787.89,13.5,,,,,,
E-6082,Sales,Female,29,16/08/2018,2.52,5,12777.1,7.2,,,,,,
E-6083,Marketing,Female,55,26/10/2019,3.42,14,13950.99,6,,,,,,
E-6084,Sales,Female,38,18/06/2025,3.99,6,11653.84,0.4,,,,,,
E-6085,Operations,Male,55,16/01/2017,4.61,7,13072.03,8.8,,,,,,
E-6086,Sales,Female,49,07/06/2016,4.9,8,10924.83,9.4,,,,,,
E-6087,Operations,Male,41,13/03/2017,3.34,6,5460.79,8.6,,,,,,
E-6088,Marketing,Male,54,22/08/2023,3.58,3,8986.64,2.2,,,,,,
E-6089,Operations,Male,23,12/03/2020,3.34,10,11858.69,5.6,,,,,,
E-6090,Finance,Male,47,11/12/2016,4.24,0,7491.92,8.9,,,,,,
E-6091,Marketing,Female,48,16/03/2011,4.4,9,11108.58,14.6,,,,,,
E-6092,Operations,Male,28,05/05/2011,4.86,6,10242.28,14.5,,,,,,
E-6093,Marketing,Male,47,27/05/2010,4.33,13,7526.68,15.4,,,,,,
E-6094,IT,Female,39,20/11/2023,4.8,1,14576.38,2,,,,,,
E-6095,Finance,Female,36,20/03/2013,2.43,0,4156.92,12.6,,,,,,
E-6096,Finance,Female,56,20/10/2017,3.02,9,3076.87,8,,,,,,
E-6097,Operations,Female,38,17/04/2017,4.29,6,9336.87,8.5,,,,,,
E-6098,IT,Female,35,01/12/2015,2.53,14,6742.39,9.9,,,,,,
E-6099,IT,Male,51,05/02/2023,4.67,11,13147.4,2.7,,,,,,
E-6100,Finance,Female,45,19/07/2013,3.42,11,12341.17,12.3,,,,,,
E-6101,IT,Female,28,22/11/2010,2.48,6,9445.93,15,,,,,,
E-6102,HR,Female,50,24/09/2020,3.73,14,4982.25,5.1,,,,,,
E-6103,Sales,Male,43,31/01/2022,4.97,11,8894.18,3.8,,,,,,
E-6104,Marketing,Female,25,23/09/2020,3.7,3,7238.36,5.1,,,,,,
E-6105,Finance,Female,48,23/05/2018,2.22,0,13219.88,7.4,,,,,,
E-6106,Finance,Female,47,15/03/2011,1.58,1,11406.24,14.6,,,,,,
E-6107,IT,Male,45,03/08/2018,4.13,12,10735.18,7.3,,,,,,
E-6108,Operations,Male,55,02/05/2019,3.17,6,11242.69,6.5,,,,,,
E-6109,Finance,Male,29,10/09/2021,4.29,14,10999.81,4.1,,,,,,
E-6110,Sales,Male,43,29/09/2013,2.04,10,7266.97,12.1,,,,,,
